race,age,English,gender,hand,source,country,Openness,Conscieniousness,Extroversion,Agreeableness,Emotional Balance
Caucasian (European),15,1,0,1,Test Website,AU,42,35,39,50,38
Caucasian (European),16,1,0,1,Test Website,GB,48,33,25,34,32
Caucasian (European),24,0,0,1,Google,IT,45,38,22,45,20
Caucasian (Middle East),18,1,1,1,Other Source,US,37,38,31,36,38
Mixed Race,22,0,0,1,Google,PK,29,33,26,44,29
Mixed Race,32,1,1,1,Other Source,US,40,47,45,42,39
Mixed Race,28,1,1,1,Other Source,US,41,30,25,40,28
Caucasian (European),31,1,0,1,Test Website,AU,31,33,22,38,30
Caucasian (European),20,1,0,1,Google,US,37,39,23,39,25
Caucasian (Middle East),18,1,1,1,Other Source,US,39,40,27,34,39
Indigenous,33,1,1,1,Test Website,AU,33,28,32,36,35
Mixed Race,21,1,1,1,Test Website,AU,43,37,21,34,28
Caucasian (European),29,0,0,1,Other Source,SE,34,37,38,39,44
Caucasian (European),19,1,1,1,Test Website,AU,42,25,19,36,29
Caucasian (European),46,1,0,1,Test Website,AU,48,18,32,47,23
Caucasian (European),45,0,1,1,Test Website,AO,45,39,30,48,44
Mixed Race,33,1,0,1,Test Website,TT,50,40,31,47,25
Caucasian (Indian),25,0,1,1,Test Website,IN,39,42,29,48,17
Mixed Race,23,0,0,1,Test Website,ZA,36,36,41,46,38
No Response,51,1,0,1,Test Website,US,46,42,34,46,42
Mixed Race2,17,1,1,1,Google,CA,31,29,24,41,48
Caucasian (Middle East),29,1,0,1,Test Website,US,46,47,21,32,16
Caucasian (North African),18,1,1,1,Other Source,US,41,42,41,47,48
Mixed Race,21,0,0,1,Test Website,PK,31,42,25,36,23
Caucasian (European),29,0,0,0,Google,DK,50,42,42,39,50
Caucasian (European),18,0,0,1,Test Website,RS,41,27,33,19,32
Caucasian (European),21,0,1,1,Google,LT,33,17,17,38,19
North East Asian,22,0,0,1,Test Website,PK,36,32,30,43,20
Mixed Race2,20,1,1,1,Test Website,TT,31,24,32,34,16
Caucasian (European),20,1,1,1,Test Website,AU,38,27,26,40,24
Mixed Race,40,1,0,1,Google,US,47,29,24,32,31
Caucasian (European),20,1,1,1,Google,US,40,42,13,20,28
Caucasian (European),18,1,0,0,Test Website,AU,43,31,31,43,39
Mixed Race,33,1,1,1,Test Website,AU,37,47,14,33,22
Mixed Race,16,0,0,1,Google,CA,32,34,35,34,35
Caucasian (European),15,0,0,1,Test Website,RO,47,39,43,44,35
Caucasian (European),43,1,0,1,Test Website,US,47,36,35,41,36
Caucasian (European),18,1,1,1,Other Source,US,44,28,30,42,35
Caucasian (European),61,1,0,1,Test Website,US,29,40,18,26,29
Mixed Race,18,0,0,1,Test Website,AU,33,29,38,29,24
Caucasian (European),18,0,0,1,Other Source,RS,42,31,35,20,32
Mixed Race,23,1,0,1,Test Website,SG,46,40,9,14,16
Mixed Race,55,1,0,1,Other Source,GB,42,32,29,43,40
Caucasian (European),15,1,0,1,Test Website,US,49,35,39,36,14
Mixed Race,29,0,0,1,Test Website,CR,36,35,16,35,28
Caucasian (European),26,1,1,1,Test Website,US,38,36,20,38,21
Caucasian (European),48,1,1,1,Google,US,38,35,39,46,40
Mixed Race,52,0,1,1,Google,US,43,35,30,40,37
Caucasian (European),21,1,1,1,Test Website,AU,33,33,20,27,23
Caucasian (European),21,1,1,1,Test Website,AU,50,32,26,38,32
Mixed Race,19,0,0,1,Test Website,PK,42,28,28,42,24
Mixed Race,30,1,0,1,Google,US,29,35,26,38,22
Caucasian (European),26,1,0,1,Test Website,US,34,28,20,37,23
Mixed Race,26,1,0,1,Other Source,US,40,29,35,39,43
Caucasian (European),19,1,0,1,Google,US,40,35,24,43,16
Caucasian (Middle East),21,1,1,1,Test Website,AU,28,21,22,26,27
Mixed Race,46,1,0,1,Test Website,US,39,42,37,48,17
Caucasian (European),15,0,0,1,Other Source,BR,47,22,13,25,17
Caucasian (Indian),35,0,1,1,Test Website,IN,35,27,30,37,21
Mixed Race,18,0,1,1,Test Website,IN,34,34,37,38,33
Caucasian (European),53,1,0,1,Test Website,GB,34,28,30,47,29
Mixed Race,21,1,0,1,Other Source,PK,23,28,40,44,37
Caucasian (European),46,1,1,1,Test Website,US,42,38,35,45,33
Caucasian (European),40,0,0,1,Google,CA,34,40,33,46,43
Caucasian (European),19,1,0,1,Test Website,US,33,29,19,41,23
Caucasian (European),46,1,1,0,Test Website,US,40,42,27,44,41
Mixed Race,26,0,1,1,Test Website,SA,47,34,22,37,30
Native American,16,1,3,1,Google,CA,45,38,12,23,24
Mixed Race,19,0,0,1,Test Website,MY,28,24,21,31,25
Mixed Race,21,0,1,1,Test Website,MY,33,22,21,34,23
Mixed Race,27,1,1,1,Test Website,US,38,41,34,45,19
Mixed Race,19,0,0,1,Test Website,PH,40,32,23,34,32
Mixed Race,21,0,1,1,Test Website,IN,32,36,21,41,27
Mixed Race,25,0,0,1,Test Website,PH,40,26,30,36,23
Mixed Race,27,0,1,1,Test Website,HK,45,20,35,44,38
Caucasian (European),36,1,1,1,Test Website,US,47,29,33,38,33
Caucasian (Middle East),29,0,0,1,Test Website,MY,39,35,38,37,36
Caucasian (European),31,1,1,1,Test Website,US,38,38,20,39,28
Caucasian (European),29,1,0,1,Test Website,US,41,39,24,44,39
Mixed Race,28,1,0,2,Test Website,SG,49,28,40,33,38
Caucasian (Middle East),16,1,0,1,Google,US,37,24,35,45,28
Caucasian (European),42,1,0,1,Other Source,US,46,28,15,47,22
Caucasian (European),17,1,0,1,Google,US,48,32,28,27,40
Caucasian (Indian),21,0,1,1,Test Website,IN,46,47,34,43,42
Caucasian (European),20,1,0,2,Test Website,GR,37,31,28,39,25
North East Asian,19,1,1,1,Test Website,SG,33,24,28,38,29
Caucasian (North African),40,1,1,1,Google,US,48,37,45,41,37
Caucasian (European),29,0,0,1,Other Source,AT,44,33,19,37,19
Caucasian (European),18,0,1,1,Google,RO,43,18,18,29,24
Mixed Race,22,0,0,1,Test Website,PK,35,32,16,39,31
Caucasian (European),18,1,1,1,Test Website,AU,37,30,19,27,39
Mixed Race,22,0,1,1,Test Website,MY,38,32,27,33,31
Caucasian (Middle East),19,0,0,1,Test Website,SA,49,20,18,32,27
Caucasian (European),14,1,0,2,Test Website,BE,43,30,27,42,37
Caucasian (European),26,0,1,1,Test Website,NL,45,36,44,46,40
Caucasian (European),14,1,1,0,Test Website,GB,39,38,12,24,34
Mixed Race,30,0,1,1,Test Website,HK,40,18,33,35,30
Caucasian (European),29,1,1,1,Other Source,US,37,41,26,20,34
Caucasian (European),21,0,0,1,Other Source,RO,48,15,13,36,20
Caucasian (European),17,1,1,0,Test Website,AU,41,28,22,36,22
Mixed Race,20,1,1,1,Test Website,PH,42,28,24,37,19
Caucasian (European),21,1,0,1,Google,US,30,41,17,42,27
Mixed Race,19,0,0,1,Test Website,PH,35,29,27,33,30
Caucasian (North African),14,1,0,1,Google,US,32,26,36,34,20
Caucasian (European),18,1,1,1,Other Source,RO,43,17,16,30,25
Mixed Race,20,1,3,1,Google,US,46,40,17,37,32
Caucasian (European),26,1,1,1,Other Source,US,40,41,23,29,28
Caucasian (European),19,1,1,1,Test Website,CA,37,26,15,40,28
Mixed Race,18,0,1,0,Test Website,TH,35,26,15,32,39
Mixed Race,16,1,0,1,Google,US,31,32,29,35,30
Caucasian (Indian),21,0,1,1,Google,IN,38,34,25,34,18
Caucasian (European),16,1,0,1,Test Website,US,38,33,32,38,35
Caucasian (Indian),22,0,1,1,Test Website,IN,28,35,22,21,36
Caucasian (European),19,1,0,1,Test Website,US,44,39,31,50,27
Mixed Race,24,0,0,1,Test Website,TW,46,42,32,45,39
Mixed Race,17,0,0,1,Other Source,US,45,43,34,41,28
Caucasian (European),28,0,1,1,Test Website,ES,31,35,31,35,46
Mixed Race,21,0,1,1,Test Website,IN,29,28,25,27,31
Mixed Race,20,0,0,1,Test Website,TH,34,27,21,28,22
Caucasian (European),20,1,0,0,Test Website,US,41,36,25,41,33
Mixed Race,37,1,1,1,Other Source,US,49,49,42,49,46
Caucasian (European),23,1,1,1,Test Website,AU,39,25,22,36,14
Caucasian (European),56,1,1,1,Test Website,US,33,47,28,37,36
Mixed Race,21,0,0,1,Test Website,VN,41,34,24,35,40
Mixed Race,28,0,0,1,Test Website,PH,37,29,24,32,24
Caucasian (European),25,0,1,1,Test Website,PT,26,29,24,33,37
Mixed Race2,56,0,1,1,Google,US,44,44,36,39,41
Mixed Race,56,1,0,1,Google,US,41,50,34,37,34
Mixed Race,23,0,1,1,Test Website,SG,43,32,30,42,20
Mixed Race,46,1,0,2,Test Website,US,44,42,27,28,30
Caucasian (European),20,1,0,0,Other Source,US,40,36,26,49,17
Mixed Race,21,0,0,1,Test Website,TW,38,36,36,35,31
Mixed Race,20,1,1,1,Other Source,US,42,46,36,47,38
Caucasian (European),25,1,1,0,Test Website,GB,39,39,22,37,31
Mixed Race,23,1,1,0,Test Website,PH,26,26,11,38,20
Mixed Race,14,0,0,1,Test Website,PH,30,27,30,25,21
Caucasian (European),23,1,1,1,Other Source,US,34,42,17,33,27
Caucasian (European),15,1,0,1,Other Source,GB,46,32,31,37,14
Mixed Race,25,0,1,1,Other Source,US,46,34,29,48,35
Mixed Race,27,0,1,1,Test Website,PH,39,31,21,21,47
Caucasian (Middle East),57,0,0,1,Google,CA,43,34,42,33,18
Mixed Race,23,0,3,1,Test Website,PH,36,29,35,46,39
Caucasian (Indian),1992,0,1,1,Test Website,IN,40,25,31,39,22
Caucasian (European),37,1,1,1,Other Source,US,37,41,33,41,43
Mixed Race,21,0,1,1,Google,ID,40,32,29,33,38
Caucasian (Indian),24,0,1,1,Test Website,IN,30,30,19,31,15
Mixed Race,21,1,1,1,Test Website,IN,37,34,30,35,36
Mixed Race,21,0,0,1,Test Website,IN,43,31,25,45,20
Mixed Race,35,1,0,1,Test Website,IN,30,33,24,33,38
Caucasian (Indian),27,0,1,1,Test Website,IN,42,21,17,35,11
Caucasian (Indian),23,0,1,1,Test Website,IN,43,32,20,37,20
Mixed Race,25,0,1,1,Test Website,TW,40,26,25,29,40
Caucasian (Indian),24,0,0,1,Test Website,IN,31,27,28,36,21
Caucasian (Indian),37,0,1,1,Test Website,IN,33,38,17,39,37
Mixed Race,23,0,1,1,Test Website,IN,35,29,33,46,21
Mixed Race,20,0,1,0,Test Website,BD,40,30,18,41,24
Mixed Race,27,1,0,1,Test Website,US,35,45,37,37,19
Caucasian (Indian),32,0,1,1,Test Website,IN,38,34,19,38,18
Caucasian (Indian),24,0,1,1,Test Website,IN,49,38,38,49,21
Caucasian (Indian),21,0,1,1,Test Website,IN,37,38,23,31,34
Caucasian (Indian),28,0,1,1,Test Website,IN,36,36,28,29,20
Caucasian (European),27,1,0,1,Test Website,US,44,40,25,45,28
Mixed Race,18,0,1,1,Test Website,IN,42,24,22,41,23
Caucasian (European),19,1,0,1,Other Source,US,46,45,24,41,21
Mixed Race,24,0,1,1,Test Website,IN,40,36,38,39,29
Caucasian (Indian),19,0,1,1,Test Website,IN,28,30,24,39,29
Mixed Race,22,0,1,1,Test Website,ID,38,28,10,30,37
Caucasian (European),43,1,0,1,Test Website,US,35,34,30,47,35
Mixed Race,28,0,1,1,Test Website,IN,46,21,12,40,23
Caucasian (European),19,1,1,2,Test Website,US,45,18,28,18,43
Caucasian (European),30,1,1,0,Google,GB,32,19,15,35,19
Caucasian (Indian),27,0,1,1,Test Website,IN,50,37,34,45,38
Mixed Race,20,0,1,1,Test Website,IN,48,37,22,35,28
Caucasian (Indian),19,0,1,1,Test Website,IN,32,26,25,27,23
Caucasian (European),21,1,0,1,Google,US,41,20,22,44,18
Mixed Race,21,1,1,1,Test Website,US,48,24,33,49,21
Caucasian (Indian),23,0,1,1,Test Website,IN,43,29,15,35,23
Mixed Race,22,0,1,1,Test Website,TW,32,34,15,33,25
Caucasian (Indian),28,0,1,1,Test Website,IN,47,39,35,41,32
Mixed Race,36,0,0,1,Test Website,IN,43,47,13,39,15
Mixed Race,17,0,1,0,Test Website,IN,42,34,30,38,29
Mixed Race,24,0,1,1,Test Website,BD,33,28,36,43,22
Caucasian (Indian),23,1,1,1,Test Website,IN,41,39,27,34,30
Caucasian (European),21,1,1,1,Google,US,42,35,31,41,37
Caucasian (European),19,0,1,1,Other Source,GB,46,30,21,24,41
Mixed Race,25,0,1,1,Test Website,IN,45,27,32,44,26
Caucasian (Indian),24,0,0,1,Test Website,IN,41,40,35,37,27
Mixed Race,13,1,0,1,Test Website,AU,36,28,18,36,29
North East Asian,19,0,0,1,Test Website,NP,36,24,19,32,14
Caucasian (European),20,1,0,1,Other Source,US,38,30,25,40,25
Mixed Race,29,0,1,1,Test Website,IN,47,27,24,36,25
Mixed Race,43,0,1,1,Test Website,IN,31,32,29,37,23
Caucasian (European),29,0,1,1,Test Website,CN,48,38,16,32,16
Caucasian (Indian),26,0,1,1,Test Website,IN,40,20,23,27,23
Caucasian (Indian),19,0,1,1,Test Website,IN,44,37,29,44,35
Caucasian (North African),38,1,1,1,Test Website,US,31,47,29,20,29
Mixed Race,23,0,0,1,Test Website,IN,45,44,40,47,31
Caucasian (European),21,1,1,1,Test Website,US,40,34,35,30,30
Mixed Race,21,0,0,1,Google,ID,39,37,22,36,28
Caucasian (European),17,1,0,1,Google,US,50,33,37,50,27
Caucasian (Indian),27,0,0,1,Test Website,IN,42,45,22,43,21
Mixed Race,22,0,1,1,Test Website,IN,39,37,21,35,37
Caucasian (European),22,1,0,1,Google,US,36,28,36,49,25
Caucasian (Middle East),26,1,1,1,Test Website,IN,46,32,36,38,26
Caucasian (Indian),19,0,1,0,Test Website,IN,42,26,21,38,22
Caucasian (Indian),22,1,1,1,Test Website,IN,32,32,16,30,20
Caucasian (Indian),21,0,1,1,Test Website,IN,41,32,23,43,11
Mixed Race,29,0,1,1,Test Website,IN,32,39,26,41,28
Caucasian (Middle East),28,0,1,1,Test Website,PK,33,30,31,41,32
Caucasian (European),23,1,0,1,Test Website,US,43,40,27,47,23
Caucasian (European),19,1,1,1,Other Source,US,44,28,34,44,32
Caucasian (Indian),24,0,1,1,Test Website,IN,33,38,30,40,24
Caucasian (Indian),23,0,0,1,Test Website,IN,45,31,21,38,23
Caucasian (Indian),21,0,1,1,Test Website,IN,40,29,25,44,23
Caucasian (European),20,1,0,1,Other Source,US,37,28,21,36,16
Caucasian (European),27,0,0,1,Test Website,IT,38,28,34,39,37
Caucasian (Indian),20,0,1,1,Test Website,IN,35,38,17,28,28
Caucasian (European),52,1,1,1,Test Website,NZ,37,20,14,39,12
Caucasian (Indian),21,1,0,1,Test Website,IN,40,30,39,44,34
Caucasian (European),44,0,0,1,Test Website,SE,46,26,38,46,36
Caucasian (European),21,1,0,1,Test Website,US,39,33,33,44,30
Caucasian (Indian),36,0,1,1,Test Website,IN,42,35,23,39,32
Caucasian (North African),19,1,1,1,Google,US,38,38,16,34,15
Mixed Race,20,0,1,1,Test Website,VN,32,16,23,28,25
Caucasian (Indian),26,0,1,1,Test Website,IN,44,33,40,40,27
North East Asian,27,0,1,1,Test Website,IN,38,38,26,41,26
Mixed Race,22,0,1,1,Test Website,IN,33,22,22,37,19
Caucasian (European),18,1,0,1,Other Source,US,34,37,15,33,35
Caucasian (Indian),24,0,1,1,Test Website,IN,38,31,15,38,13
Mixed Race,23,0,0,1,Test Website,IN,47,37,36,49,19
Caucasian (Indian),28,0,1,1,Test Website,FJ,35,35,25,41,35
Caucasian (Indian),43,1,1,0,Test Website,LK,42,34,29,44,49
Caucasian (Indian),22,0,1,1,Test Website,IN,49,25,15,46,36
Caucasian (European),18,1,1,1,Google,US,43,28,40,36,35
Caucasian (European),22,1,1,1,Test Website,CA,42,27,20,27,13
Caucasian (Indian),21,0,0,1,Test Website,IN,34,32,15,45,38
Caucasian (Indian),19,0,1,1,Test Website,IN,34,37,23,41,26
Caucasian (Indian),35,0,1,1,Test Website,IN,39,22,18,44,26
Caucasian (Indian),22,0,1,1,Test Website,IN,40,23,40,41,20
Caucasian (Indian),20,0,1,1,Test Website,IN,40,33,20,26,16
North East Asian,1990,0,0,1,Test Website,IN,27,27,23,39,11
Caucasian (European),19,1,1,1,Test Website,AU,41,34,29,42,25
Mixed Race,21,1,1,1,Test Website,US,47,29,39,46,23
Caucasian (European),44,1,1,0,Test Website,AU,44,24,27,27,28
Caucasian (European),21,0,0,1,Test Website,TR,35,28,32,40,19
Mixed Race,28,1,0,1,Test Website,IN,44,28,39,38,48
Caucasian (European),20,1,1,1,Test Website,NZ,44,36,42,43,39
Caucasian (Indian),19,0,1,1,Test Website,EU,41,36,18,44,16
Caucasian (Indian),22,0,1,1,Test Website,MV,34,33,14,29,27
Caucasian (European),25,0,0,1,Test Website,SE,41,27,24,40,37
Caucasian (European),22,0,1,1,Google,PL,38,30,24,26,24
Caucasian (Indian),25,0,1,1,Test Website,IN,43,29,32,38,18
Caucasian (Indian),32,0,1,1,Test Website,IN,41,33,17,49,26
Caucasian (European),19,0,1,1,Test Website,DE,39,37,28,34,25
Caucasian (European),25,0,0,2,Test Website,BG,49,37,17,39,28
Mixed Race,19,1,0,1,Other Source,US,39,43,26,48,35
Caucasian (European),56,1,1,1,Test Website,US,40,37,33,46,44
Caucasian (European),43,1,1,1,Test Website,US,40,47,25,27,47
Mixed Race,16,0,1,1,Test Website,PH,39,40,15,29,26
Caucasian (Indian),18,1,1,1,Test Website,IN,31,34,20,22,26
Caucasian (Indian),16,0,1,1,Test Website,NL,33,32,23,33,30
Caucasian (European),19,0,1,1,Test Website,PL,33,28,18,32,35
Caucasian (European),42,1,1,1,Test Website,AU,37,37,25,35,30
Caucasian (Indian),28,0,1,1,Test Website,IN,50,41,40,49,35
Mixed Race,15,1,0,2,Test Website,GB,48,31,43,47,19
Caucasian (European),18,1,0,1,Test Website,US,39,39,18,38,20
Caucasian (Middle East),24,0,1,1,Test Website,SA,40,26,36,44,29
Caucasian (European),47,1,0,1,Test Website,CA,36,27,24,37,27
Mixed Race,23,0,1,1,Test Website,IN,39,32,20,39,21
Caucasian (European),35,1,1,0,Test Website,US,46,32,29,11,21
Caucasian (Indian),22,1,1,1,Test Website,IN,48,38,11,36,31
Mixed Race,35,1,0,1,Test Website,US,45,25,18,44,32
Caucasian (Indian),25,0,1,1,Test Website,IN,44,36,27,48,35
Caucasian (European),25,1,1,1,Test Website,AU,28,36,21,19,28
Mixed Race,53,1,0,1,Facebook,US,34,37,27,37,19
Caucasian (Indian),20,1,1,1,Test Website,IN,40,34,29,40,20
Caucasian (European),37,1,1,1,Google,US,26,36,13,27,10
Caucasian (European),17,0,0,1,Test Website,AU,45,29,34,46,38
Caucasian (Indian),23,0,1,1,Test Website,IN,29,33,25,26,33
Caucasian (European),52,1,1,1,Test Website,CA,34,42,33,39,15
Caucasian (European),35,1,0,1,Test Website,GB,36,28,21,43,23
Caucasian (European),17,1,1,1,Test Website,ZA,47,36,26,29,28
Caucasian (European),36,1,1,1,Google,US,47,44,17,38,25
Caucasian (European),35,1,1,1,Test Website,US,36,34,10,34,36
Caucasian (European),48,1,0,0,Other Source,US,41,44,12,31,27
Caucasian (European),20,0,1,1,Test Website,GR,36,35,24,27,36
Caucasian (European),25,1,0,1,Other Source,US,41,39,42,45,32
Caucasian (Indian),27,0,1,1,Test Website,PK,40,32,20,40,31
Native American,42,1,0,1,Google,US,29,45,32,45,47
Caucasian (European),28,0,1,1,Test Website,GR,44,39,35,48,14
Mixed Race,18,0,0,1,Test Website,GR,34,34,29,42,30
Caucasian (European),19,0,1,1,Test Website,LT,38,27,27,34,27
Caucasian (European),15,0,0,1,Test Website,RO,35,30,29,42,29
Caucasian (European),19,0,1,1,Test Website,FI,43,30,16,20,44
Caucasian (European),15,1,1,1,Test Website,AU,50,23,33,30,45
Caucasian (European),23,0,1,1,Test Website,DE,43,29,15,32,30
Caucasian (Middle East),46,1,1,1,Test Website,IL,45,23,31,28,14
Caucasian (Middle East),23,0,1,1,Test Website,TR,46,30,15,43,19
Caucasian (European),14,0,0,1,Test Website,EE,33,27,24,34,35
Caucasian (Indian),17,0,0,1,Test Website,TT,28,33,23,31,30
Caucasian (European),25,0,1,1,Test Website,GR,46,44,28,38,33
Caucasian (European),42,1,1,0,Test Website,ZA,39,28,19,42,24
Caucasian (European),32,0,0,1,Test Website,BG,44,23,14,40,21
Caucasian (European),22,0,1,1,Test Website,RO,32,38,14,38,25
Caucasian (European),22,0,0,1,Test Website,TR,38,41,35,44,16
Mixed Race,22,0,1,1,Test Website,SG,37,25,25,29,29
Mixed Race,23,0,1,1,Google,IN,33,14,9,30,16
Caucasian (European),30,0,0,1,Test Website,RO,38,36,34,34,23
Caucasian (European),18,0,1,1,Test Website,GR,35,31,22,35,31
Caucasian (European),22,0,0,1,Test Website,GR,43,25,17,33,17
Caucasian (Middle East),23,0,1,1,Test Website,TR,42,39,25,29,23
Caucasian (European),43,0,1,1,Test Website,RO,35,35,21,23,23
Caucasian (European),20,0,0,1,Test Website,GR,38,37,17,39,23
Caucasian (European),20,0,0,1,Other Source,GB,34,32,31,40,28
Caucasian (European),46,1,1,1,Test Website,GB,37,41,20,18,41
Caucasian (Middle East),32,0,1,1,Test Website,EG,39,31,27,31,26
Caucasian (European),42,0,1,1,Test Website,GR,45,30,31,38,13
Caucasian (European),31,0,0,1,Test Website,GB,30,39,36,36,31
Caucasian (European),65,0,1,1,Test Website,GR,44,42,36,36,35
Caucasian (European),23,0,0,1,Test Website,RO,37,31,29,41,18
Caucasian (European),38,0,0,1,Test Website,,34,32,24,41,43
Caucasian (European),26,1,0,1,Test Website,US,32,26,26,34,26
Caucasian (European),22,1,0,1,Test Website,NZ,47,42,32,43,21
Caucasian (European),25,1,1,1,Test Website,GR,42,28,35,33,32
Caucasian (North African),35,1,0,1,Other Source,GB,39,33,32,45,25
Caucasian (Middle East),18,0,1,0,Test Website,EG,48,29,24,47,19
Caucasian (European),32,0,0,1,Test Website,GR,48,30,36,49,15
Caucasian (European),25,0,1,1,Test Website,RO,42,28,9,29,23
Mixed Race,25,0,1,1,Test Website,ID,37,37,25,35,29
Caucasian (European),21,1,1,1,Test Website,ZA,44,17,29,34,20
Caucasian (European),22,1,1,1,Test Website,GB,44,40,32,37,15
Caucasian (European),16,1,0,1,Test Website,US,39,35,27,42,34
Caucasian (European),23,1,1,1,Test Website,RO,32,37,18,26,35
Caucasian (European),20,0,1,1,Test Website,SE,40,37,29,37,23
Caucasian (European),20,1,1,1,Google,US,40,33,31,45,44
Mixed Race,14,0,0,1,Test Website,AU,38,17,24,44,17
Caucasian (European),23,0,0,1,Test Website,EE,37,31,22,36,16
Caucasian (European),16,1,0,1,Test Website,NZ,44,26,25,32,26
Caucasian (European),16,1,0,1,Test Website,LT,35,23,35,38,27
Caucasian (Indian),19,1,1,1,Test Website,IN,39,39,31,27,38
Caucasian (Indian),18,0,1,1,Test Website,IN,46,25,22,31,23
Indigenous,21,1,0,1,Test Website,AU,37,28,22,44,32
Caucasian (European),18,0,1,1,Test Website,IT,44,36,33,24,20
Caucasian (European),31,1,0,1,Test Website,US,49,47,15,21,38
Caucasian (European),39,0,1,1,Test Website,FI,38,29,10,33,26
Mixed Race,20,0,0,1,Test Website,NZ,33,38,36,44,30
Mixed Race,19,1,1,0,Google,US,35,19,36,40,46
Caucasian (European),16,0,0,1,Test Website,HR,45,26,28,40,22
Caucasian (European),36,0,0,1,Test Website,RO,48,33,35,44,23
Caucasian (European),15,1,0,1,Test Website,AU,42,35,22,43,38
Caucasian (Indian),25,0,1,1,Test Website,BD,39,28,13,31,29
Caucasian (European),18,0,1,1,Test Website,GB,47,29,30,24,23
Caucasian (European),32,0,0,0,Test Website,RS,45,36,20,27,21
Caucasian (European),20,1,0,1,Test Website,GB,47,31,43,42,29
Caucasian (Indian),23,0,1,1,Test Website,SG,38,15,25,34,22
Caucasian (European),26,0,1,0,Test Website,CH,45,27,11,37,32
Caucasian (European),23,0,1,1,Test Website,SI,41,33,36,44,42
